Date,Views,Monetizable views,Unique viewers,Total estimated earnings,AFV earnings,YouTube earnings,YouTube rental earnings,Subscribers net change,Subscribers gained,Subscribers lost,Total ratings,Dislikes,Likes,Favorites net change,Favorites added,Favorites removed,Comments,Shares,Call-to-Action Clicks,Call-to-Action Impressions,Call-to-Action Click through rate,Total engagement
"Aug 20, 2011",25,0,18,$0,$0,$0,$0,1,1,0,0,0,0,1,1,0,1,0,,,0.00,2
"Aug 19, 2011",31,0,26,$0,$0,$0,$0,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0
"Aug 18, 2011",33,0,27,$0,$0,$0,$0,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0
"Aug 17, 2011",34,0,26,$0,$0,$0,$0,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0
"Aug 16, 2011",26,0,20,$0,$0,$0,$0,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0
"Aug 15, 2011",43,0,35,$0,$0,$0,$0,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0
"Aug 14, 2011",19,0,16,$0,$0,$0,$0,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0
"Aug 13, 2011",23,0,17,$0,$0,$0,$0,0,0,0,0,0,0,0,1,1,0,0,,,0.00,2
"Aug 12, 2011",27,0,19,$0,$0,$0,$0,1,1,0,0,0,0,1,1,0,0,0,,,0.00,1
"Aug 11, 2011",25,0,21,$0,$0,$0,$0,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0
"Aug 10, 2011",40,0,26,$0,$0,$0,$0,0,0,0,0,0,0,1,1,0,0,0,,,0.00,1
"Aug 09, 2011",31,0,25,$0,$0,$0,$0,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0
"Aug 08, 2011",46,0,29,$0,$0,$0,$0,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0
"Aug 07, 2011",45,0,38,$0,$0,$0,$0,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0
"Aug 06, 2011",20,0,12,$0,$0,$0,$0,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0
"Aug 05, 2011",21,0,16,$0,$0,$0,$0,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0
"Aug 04, 2011",44,0,36,$0,$0,$0,$0,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0
"Aug 03, 2011",33,0,25,$0,$0,$0,$0,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0
"Aug 02, 2011",54,0,37,$0,$0,$0,$0,0,0,0,1,0,1,0,0,0,0,0,,,0.00,1
"Aug 01, 2011",35,0,28,$0,$0,$0,$0,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0
"Jul 31, 2011",21,0,15,$0,$0,$0,$0,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0
"Jul 30, 2011",24,0,22,$0,$0,$0,$0,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0
"Jul 29, 2011",28,0,17,$0,$0,$0,$0,0,0,0,0,0,0,1,1,0,0,0,,,0.00,1
"Jul 28, 2011",32,0,26,$0,$0,$0,$0,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0
"Jul 27, 2011",35,0,32,$0,$0,$0,$0,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0
"Jul 26, 2011",46,0,33,$0,$0,$0,$0,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0
"Jul 25, 2011",40,0,32,$0,$0,$0,$0,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0
"Jul 24, 2011",37,0,27,$0,$0,$0,$0,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0
"Jul 23, 2011",39,0,31,$0,$0,$0,$0,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0
"Jul 22, 2011",32,0,23,$0,$0,$0,$0,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0
"Jul 21, 2011",49,0,42,$0,$0,$0,$0,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0
"Jul 20, 2011",45,0,37,$0,$0,$0,$0,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0
"Jul 19, 2011",40,0,28,$0,$0,$0,$0,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0
"Jul 18, 2011",43,0,34,$0,$0,$0,$0,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0
"Jul 17, 2011",55,0,30,$0,$0,$0,$0,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0
"Jul 16, 2011",20,0,17,$0,$0,$0,$0,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0
"Jul 15, 2011",36,0,24,$0,$0,$0,$0,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0
"Jul 14, 2011",37,0,28,$0,$0,$0,$0,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0
"Jul 13, 2011",53,0,36,$0,$0,$0,$0,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0
"Jul 12, 2011",45,0,35,$0,$0,$0,$0,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0
"Jul 11, 2011",24,0,19,$0,$0,$0,$0,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0
"Jul 10, 2011",38,0,27,$0,$0,$0,$0,0,0,0,1,0,1,0,0,0,0,0,,,0.00,1
"Jul 09, 2011",16,0,15,$0,$0,$0,$0,0,0,0,0,0,0,1,1,0,0,1,,,0.00,2
"Jul 08, 2011",23,0,20,$0,$0,$0,$0,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0
"Jul 07, 2011",36,0,31,$0,$0,$0,$0,0,0,0,0,0,0,0,0,0,0,1,,,0.00,1
"Jul 06, 2011",37,0,30,$0,$0,$0,$0,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0
"Jul 05, 2011",42,0,30,$0,$0,$0,$0,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0
"Jul 04, 2011",36,0,24,$0,$0,$0,$0,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0
"Jul 03, 2011",23,0,20,$0,$0,$0,$0,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0
"Jul 02, 2011",20,0,15,$0,$0,$0,$0,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0
"Jul 01, 2011",32,0,24,$0,$0,$0,$0,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0
"Jun 30, 2011",56,0,41,$0,$0,$0,$0,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0
